
**************  Bruce Luo(罗科峰)'s sample test [3[]]  ***************
2016-09-20_10_08_49 	NORMAL    		实际测试结果：[]
2016-09-20_10_08_49 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [3[]]  ***************
2016-09-20_10_08_54 	NORMAL    	Executing precommand
2016-09-20_10_08_54 	NORMAL    	Executing steps
2016-09-20_10_08_54 	STEP      		Step_1_info->LoginWeb.LoginStartButton.Click()
2016-09-20_10_08_54 	ERROR     	Message: Element is not clickable at point (528, 295). Other element would receive the click: <button tabindex="0" class="x-btn-text " type="button" style="position: relative; width: 69px;"></button>

2016-09-20_10_08_54 	STEP      		Step_2_info->LoginWeb.LoginErrorTipText.GetText()
2016-09-20_10_08_54 	PASS      		Step pass.
2016-09-20_10_08_54 	STEP      		Step_3_info->LoginWeb.LoginErrorTipBtn.GetText()
2016-09-20_10_08_54 	PASS      		Step pass.
2016-09-20_10_08_54 	STEP      		Step_4_info->LoginWeb.LoginErrorTipBtn.Click1() 
2016-09-20_10_08_54 	ERROR     	class LoginErrorTipBtn has no attribute 'Click1'
2016-09-20_10_08_54 	NORMAL    	Executing postcommand
2016-09-20_10_08_54 	NORMAL    	Executing verify
2016-09-20_10_08_54 	NORMAL    		实际测试结果：[]
2016-09-20_10_08_54 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [3[]]  ***************
2016-09-20_10_09_00 	NORMAL    	Executing precommand
2016-09-20_10_09_00 	NORMAL    	Executing steps
2016-09-20_10_09_00 	STEP      		Step_1_info->LoginWeb.LoginStartButton.Click()
2016-09-20_10_09_00 	PASS      		Step pass.
2016-09-20_10_09_00 	STEP      		Step_2_info->LoginWeb.LoginErrorTipText.GetText()
2016-09-20_10_09_10 	ERROR     	Timeout at 10 seconds.Element(id) not found.
2016-09-20_10_09_10 	STEP      		Step_3_info->LoginWeb.LoginErrorTipBtn.GetText()
2016-09-20_10_09_10 	ERROR     	Element [LoginErrorTipBtn]: Element Index Issue! There are [2] Elements! Index=[2]
2016-09-20_10_09_10 	STEP      		Step_4_info->LoginWeb.LoginErrorTipBtn.Click1() 
2016-09-20_10_09_10 	ERROR     	class LoginErrorTipBtn has no attribute 'Click1'
2016-09-20_10_09_10 	NORMAL    	Executing postcommand
2016-09-20_10_09_10 	NORMAL    	Executing verify
2016-09-20_10_09_10 	NORMAL    		实际测试结果：[]
2016-09-20_10_09_10 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [3[]]  ***************
2016-09-20_10_09_16 	NORMAL    	Executing precommand
2016-09-20_10_09_16 	NORMAL    	Executing steps
2016-09-20_10_09_16 	STEP      		Step_1_info->LoginWeb.LoginStartButton.Click()
2016-09-20_10_09_16 	PASS      		Step pass.
2016-09-20_10_09_16 	STEP      		Step_2_info->LoginWeb.LoginErrorTipText.GetText()
2016-09-20_10_09_17 	PASS      		Step pass.
2016-09-20_10_09_17 	STEP      		Step_3_info->LoginWeb.LoginErrorTipBtn.GetText()
2016-09-20_10_09_17 	PASS      		Step pass.
2016-09-20_10_09_17 	STEP      		Step_4_info->LoginWeb.LoginErrorTipBtn.Click1() 
2016-09-20_10_09_17 	ERROR     	class LoginErrorTipBtn has no attribute 'Click1'
2016-09-20_10_09_17 	NORMAL    	Executing postcommand
2016-09-20_10_09_17 	NORMAL    	Executing verify
2016-09-20_10_09_17 	NORMAL    		实际测试结果：[]
2016-09-20_10_09_17 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [3[]]  ***************
2016-09-20_10_12_01 	NORMAL    	Executing precommand
2016-09-20_10_12_01 	NORMAL    	Executing steps
2016-09-20_10_12_01 	STEP      		Step_1_info->LoginWeb.LoginStartButton.Click()
2016-09-20_10_12_01 	PASS      		Step pass.
2016-09-20_10_12_01 	STEP      		Step_2_info->LoginWeb.LoginErrorTipText.GetText()
2016-09-20_10_12_01 	PASS      		Step pass.
2016-09-20_10_12_01 	STEP      		Step_3_info->LoginWeb.LoginErrorTipBtn.GetText()
2016-09-20_10_12_01 	PASS      		Step pass.
2016-09-20_10_12_01 	STEP      		Step_4_info->LoginWeb.LoginErrorTipBtn.Click1() 
2016-09-20_10_12_01 	ERROR     	class LoginErrorTipBtn has no attribute 'Click1'
2016-09-20_10_12_01 	NORMAL    	Executing postcommand
2016-09-20_10_12_01 	NORMAL    	Executing verify
2016-09-20_10_12_02 	NORMAL    		实际测试结果：[]
2016-09-20_10_12_02 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [3[]]  ***************
2016-09-20_10_12_07 	NORMAL    	Executing precommand
2016-09-20_10_12_07 	NORMAL    	Executing steps
2016-09-20_10_12_07 	STEP      		Step_1_info->LoginWeb.LoginStartButton.Click()
2016-09-20_10_12_07 	PASS      		Step pass.
2016-09-20_10_12_07 	STEP      		Step_2_info->LoginWeb.LoginErrorTipText.GetText()
2016-09-20_10_12_07 	PASS      		Step pass.
2016-09-20_10_12_07 	STEP      		Step_3_info->LoginWeb.LoginErrorTipBtn.GetText()
2016-09-20_10_12_07 	PASS      		Step pass.
2016-09-20_10_12_07 	STEP      		Step_4_info->LoginWeb.LoginErrorTipBtn.Click1() 
2016-09-20_10_12_07 	ERROR     	class LoginErrorTipBtn has no attribute 'Click1'
2016-09-20_10_12_07 	NORMAL    	Executing postcommand
2016-09-20_10_12_07 	NORMAL    	Executing verify
2016-09-20_10_12_07 	NORMAL    		实际测试结果：[]
2016-09-20_10_12_07 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [3[]]  ***************
2016-09-20_10_12_16 	NORMAL    	Executing precommand
2016-09-20_10_12_16 	NORMAL    	Executing steps
2016-09-20_10_12_16 	STEP      		Step_1_info->LoginWeb.LoginStartButton.Click()
2016-09-20_10_12_16 	PASS      		Step pass.
2016-09-20_10_12_16 	STEP      		Step_2_info->LoginWeb.LoginErrorTipText.GetText()
2016-09-20_10_12_16 	PASS      		Step pass.
2016-09-20_10_12_16 	STEP      		Step_3_info->LoginWeb.LoginErrorTipBtn.GetText()
2016-09-20_10_12_16 	PASS      		Step pass.
2016-09-20_10_12_16 	STEP      		Step_4_info->LoginWeb.LoginErrorTipBtn.Click1() 
2016-09-20_10_12_16 	ERROR     	class LoginErrorTipBtn has no attribute 'Click1'
2016-09-20_10_12_16 	NORMAL    	Executing postcommand
2016-09-20_10_12_16 	NORMAL    	Executing verify
2016-09-20_10_12_16 	NORMAL    		实际测试结果：[]
2016-09-20_10_12_16 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [3[]]  ***************
2016-09-20_10_13_22 	NORMAL    	Executing precommand
2016-09-20_10_13_22 	NORMAL    	Executing steps
2016-09-20_10_13_22 	STEP      		Step_1_info->LoginWeb.LoginStartButton.Click()
2016-09-20_10_13_22 	PASS      		Step pass.
2016-09-20_10_13_22 	STEP      		Step_2_info->LoginWeb.LoginErrorTipText.GetText()
2016-09-20_10_13_23 	PASS      		Step pass.
2016-09-20_10_13_23 	STEP      		Step_3_info->LoginWeb.LoginErrorTipBtn.GetText()
2016-09-20_10_13_23 	PASS      		Step pass.
2016-09-20_10_13_23 	STEP      		Step_4_info->LoginWeb.LoginErrorTipBtn.Click1() 
2016-09-20_10_13_23 	ERROR     	class LoginErrorTipBtn has no attribute 'Click1'
2016-09-20_10_13_23 	NORMAL    	Executing postcommand
2016-09-20_10_13_23 	NORMAL    	Executing verify
2016-09-20_10_13_23 	NORMAL    		实际测试结果：[]
2016-09-20_10_13_23 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [3[]]  ***************
2016-09-20_10_13_27 	NORMAL    	Executing precommand
2016-09-20_10_13_27 	NORMAL    	Executing steps
2016-09-20_10_13_27 	STEP      		Step_1_info->LoginWeb.LoginStartButton.Click()
2016-09-20_10_13_28 	PASS      		Step pass.
2016-09-20_10_13_28 	STEP      		Step_2_info->LoginWeb.LoginErrorTipText.GetText()
2016-09-20_10_13_28 	PASS      		Step pass.
2016-09-20_10_13_28 	STEP      		Step_3_info->LoginWeb.LoginErrorTipBtn.GetText()
2016-09-20_10_13_28 	PASS      		Step pass.
2016-09-20_10_13_28 	STEP      		Step_4_info->LoginWeb.LoginErrorTipBtn.Click1() 
2016-09-20_10_13_28 	ERROR     	class LoginErrorTipBtn has no attribute 'Click1'
2016-09-20_10_13_28 	NORMAL    	Executing postcommand
2016-09-20_10_13_28 	NORMAL    	Executing verify
2016-09-20_10_13_28 	NORMAL    		实际测试结果：[]
2016-09-20_10_13_28 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [3[]]  ***************
2016-09-20_10_13_31 	NORMAL    	Executing precommand
2016-09-20_10_13_31 	NORMAL    	Executing steps
2016-09-20_10_13_31 	STEP      		Step_1_info->LoginWeb.LoginStartButton.Click()
2016-09-20_10_13_31 	ERROR     	Message: Element is not clickable at point (528, 295). Other element would receive the click: <button tabindex="0" class="x-btn-text " type="button" style="position: relative; width: 69px;"></button>

2016-09-20_10_13_31 	STEP      		Step_2_info->LoginWeb.LoginErrorTipText.GetText()
2016-09-20_10_13_31 	PASS      		Step pass.
2016-09-20_10_13_31 	STEP      		Step_3_info->LoginWeb.LoginErrorTipBtn.GetText()
2016-09-20_10_13_31 	PASS      		Step pass.
2016-09-20_10_13_31 	STEP      		Step_4_info->LoginWeb.LoginErrorTipBtn.Click1() 
2016-09-20_10_13_31 	ERROR     	class LoginErrorTipBtn has no attribute 'Click1'
2016-09-20_10_13_31 	NORMAL    	Executing postcommand
2016-09-20_10_13_31 	NORMAL    	Executing verify
2016-09-20_10_13_31 	NORMAL    		实际测试结果：[]
2016-09-20_10_13_31 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [3[]]  ***************
2016-09-20_10_14_17 	NORMAL    	Executing precommand
2016-09-20_10_14_17 	NORMAL    	Executing steps
2016-09-20_10_14_17 	STEP      		Step_1_info->LoginWeb.LoginStartButton.Click()
2016-09-20_10_14_17 	PASS      		Step pass.
2016-09-20_10_14_17 	STEP      		Step_2_info->LoginWeb.LoginErrorTipText.GetText()
2016-09-20_10_14_18 	PASS      		Step pass.
2016-09-20_10_14_18 	STEP      		Step_3_info->LoginWeb.LoginErrorTipBtn.GetText()
2016-09-20_10_14_18 	PASS      		Step pass.
2016-09-20_10_14_18 	STEP      		Step_4_info->LoginWeb.LoginErrorTipBtn.Click1() 
2016-09-20_10_14_18 	ERROR     	class LoginErrorTipBtn has no attribute 'Click1'
2016-09-20_10_14_18 	NORMAL    	Executing postcommand
2016-09-20_10_14_18 	NORMAL    	Executing verify
2016-09-20_10_14_18 	NORMAL    		实际测试结果：[]
2016-09-20_10_14_18 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [3[]]  ***************
2016-09-20_10_14_25 	NORMAL    	Executing precommand
2016-09-20_10_14_25 	NORMAL    	Executing steps
2016-09-20_10_14_25 	STEP      		Step_1_info->LoginWeb.LoginStartButton.Click()
2016-09-20_10_14_25 	PASS      		Step pass.
2016-09-20_10_14_25 	STEP      		Step_2_info->LoginWeb.LoginErrorTipText.GetText()
2016-09-20_10_14_26 	PASS      		Step pass.
2016-09-20_10_14_26 	STEP      		Step_3_info->LoginWeb.LoginErrorTipBtn.GetText()
2016-09-20_10_14_26 	PASS      		Step pass.
2016-09-20_10_14_26 	STEP      		Step_4_info->LoginWeb.LoginErrorTipBtn.Click1() 
2016-09-20_10_14_26 	ERROR     	class LoginErrorTipBtn has no attribute 'Click1'
2016-09-20_10_14_26 	NORMAL    	Executing postcommand
2016-09-20_10_14_26 	NORMAL    	Executing verify
2016-09-20_10_14_26 	NORMAL    		实际测试结果：[]
2016-09-20_10_14_26 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [3[]]  ***************
2016-09-20_10_14_32 	NORMAL    	Executing precommand
2016-09-20_10_14_32 	NORMAL    	Executing steps
2016-09-20_10_14_32 	STEP      		Step_1_info->LoginWeb.LoginStartButton.Click()
2016-09-20_10_14_32 	PASS      		Step pass.
2016-09-20_10_14_32 	STEP      		Step_2_info->LoginWeb.LoginErrorTipText.GetText()
2016-09-20_10_14_42 	ERROR     	Timeout at 10 seconds.Element(id) not found.
2016-09-20_10_14_42 	STEP      		Step_3_info->LoginWeb.LoginErrorTipBtn.GetText()
2016-09-20_10_14_42 	ERROR     	Element [LoginErrorTipBtn]: Element Index Issue! There are [2] Elements! Index=[2]
2016-09-20_10_14_42 	STEP      		Step_4_info->LoginWeb.LoginErrorTipBtn.Click1() 
2016-09-20_10_14_43 	ERROR     	class LoginErrorTipBtn has no attribute 'Click1'
2016-09-20_10_14_43 	NORMAL    	Executing postcommand
2016-09-20_10_14_43 	NORMAL    	Executing verify
2016-09-20_10_14_43 	NORMAL    		实际测试结果：[]
2016-09-20_10_14_43 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [3[]]  ***************
2016-09-20_10_16_35 	NORMAL    	Executing precommand
2016-09-20_10_16_35 	NORMAL    	Executing steps
2016-09-20_10_16_35 	STEP      		Step_1_info->LoginWeb.LoginStartButton.Click()
2016-09-20_10_16_35 	PASS      		Step pass.
2016-09-20_10_16_35 	STEP      		Step_2_info->LoginWeb.LoginErrorTipText.GetText()
2016-09-20_10_16_35 	PASS      		Step pass.
2016-09-20_10_16_35 	STEP      		Step_3_info->LoginWeb.LoginErrorTipBtn.GetText()
2016-09-20_10_16_35 	PASS      		Step pass.
2016-09-20_10_16_35 	STEP      		Step_4_info->LoginWeb.LoginErrorTipBtn.Click1() 
2016-09-20_10_16_35 	ERROR     	class LoginErrorTipBtn has no attribute 'Click1'
2016-09-20_10_16_35 	NORMAL    	Executing postcommand
2016-09-20_10_16_35 	NORMAL    	Executing verify
2016-09-20_10_16_35 	NORMAL    		实际测试结果：[]
2016-09-20_10_16_35 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [3[]]  ***************
2016-09-20_10_16_57 	NORMAL    	Executing precommand
2016-09-20_10_16_57 	NORMAL    	Executing steps
2016-09-20_10_16_57 	STEP      		Step_1_info->LoginWeb.LoginStartButton.Click()
2016-09-20_10_16_57 	PASS      		Step pass.
2016-09-20_10_16_57 	STEP      		Step_2_info->LoginWeb.LoginErrorTipText.GetText()
2016-09-20_10_16_57 	PASS      		Step pass.
2016-09-20_10_16_57 	STEP      		Step_3_info->LoginWeb.LoginErrorTipBtn.GetText()
2016-09-20_10_16_57 	PASS      		Step pass.
2016-09-20_10_16_57 	STEP      		Step_4_info->LoginWeb.LoginErrorTipBtn.Click1() 
2016-09-20_10_16_57 	ERROR     	class LoginErrorTipBtn has no attribute 'Click1'
2016-09-20_10_16_57 	NORMAL    	Executing postcommand
2016-09-20_10_16_57 	NORMAL    	Executing verify
2016-09-20_10_16_57 	NORMAL    		实际测试结果：[]
2016-09-20_10_16_57 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [3[]]  ***************
2016-09-20_10_17_49 	NORMAL    	Executing precommand
2016-09-20_10_17_49 	NORMAL    	Executing steps
2016-09-20_10_17_49 	STEP      		Step_1_info->LoginWeb.LoginStartButton.Click()
2016-09-20_10_17_49 	PASS      		Step pass.
2016-09-20_10_17_50 	STEP      		Step_2_info->LoginWeb.LoginErrorTipText.GetText()
2016-09-20_10_18_00 	ERROR     	Timeout at 10 seconds.Element(id) not found.
2016-09-20_10_18_00 	STEP      		Step_3_info->LoginWeb.LoginErrorTipBtn.GetText()
2016-09-20_10_18_00 	ERROR     	Element [LoginErrorTipBtn]: Element Index Issue! There are [2] Elements! Index=[2]
2016-09-20_10_18_00 	STEP      		Step_4_info->LoginWeb.LoginErrorTipBtn.Click1() 
2016-09-20_10_18_00 	ERROR     	class LoginErrorTipBtn has no attribute 'Click1'
2016-09-20_10_18_00 	NORMAL    	Executing postcommand
2016-09-20_10_18_00 	NORMAL    	Executing verify
2016-09-20_10_18_00 	NORMAL    		实际测试结果：[]
2016-09-20_10_18_00 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [3[]]  ***************
2016-09-20_10_18_12 	NORMAL    	Executing precommand
2016-09-20_10_18_12 	NORMAL    	Executing steps
2016-09-20_10_18_12 	STEP      		Step_1_info->LoginWeb.LoginStartButton.Click()
2016-09-20_10_18_12 	PASS      		Step pass.
2016-09-20_10_18_12 	STEP      		Step_2_info->LoginWeb.LoginErrorTipText.GetText()
2016-09-20_10_18_22 	ERROR     	Timeout at 10 seconds.Element(id) not found.
2016-09-20_10_18_22 	STEP      		Step_3_info->LoginWeb.LoginErrorTipBtn.GetText()
2016-09-20_10_18_22 	ERROR     	Element [LoginErrorTipBtn]: Element Index Issue! There are [2] Elements! Index=[2]
2016-09-20_10_18_22 	STEP      		Step_4_info->LoginWeb.LoginErrorTipBtn.Click1() 
2016-09-20_10_18_22 	ERROR     	class LoginErrorTipBtn has no attribute 'Click1'
2016-09-20_10_18_22 	NORMAL    	Executing postcommand
2016-09-20_10_18_22 	NORMAL    	Executing verify
2016-09-20_10_18_22 	NORMAL    		实际测试结果：[]
2016-09-20_10_18_22 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [3[]]  ***************
2016-09-20_10_18_34 	NORMAL    	Executing precommand
2016-09-20_10_18_34 	NORMAL    	Executing steps
2016-09-20_10_18_34 	STEP      		Step_1_info->LoginWeb.LoginStartButton.Click()
2016-09-20_10_18_34 	PASS      		Step pass.
2016-09-20_10_18_34 	STEP      		Step_2_info->LoginWeb.LoginErrorTipText.GetText()
2016-09-20_10_18_34 	PASS      		Step pass.
2016-09-20_10_18_34 	STEP      		Step_3_info->LoginWeb.LoginErrorTipBtn.GetText()
2016-09-20_10_18_34 	PASS      		Step pass.
2016-09-20_10_18_34 	STEP      		Step_4_info->LoginWeb.LoginErrorTipBtn.Click1() 
2016-09-20_10_18_34 	ERROR     	class LoginErrorTipBtn has no attribute 'Click1'
2016-09-20_10_18_34 	NORMAL    	Executing postcommand
2016-09-20_10_18_34 	NORMAL    	Executing verify
2016-09-20_10_18_34 	NORMAL    		实际测试结果：[]
2016-09-20_10_18_34 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [3[]]  ***************
2016-09-20_10_18_41 	NORMAL    	Executing precommand
2016-09-20_10_18_41 	NORMAL    	Executing steps
2016-09-20_10_18_41 	STEP      		Step_1_info->LoginWeb.LoginStartButton.Click()
2016-09-20_10_18_41 	PASS      		Step pass.
2016-09-20_10_18_41 	STEP      		Step_2_info->LoginWeb.LoginErrorTipText.GetText()
2016-09-20_10_18_41 	PASS      		Step pass.
2016-09-20_10_18_41 	STEP      		Step_3_info->LoginWeb.LoginErrorTipBtn.GetText()
2016-09-20_10_18_41 	PASS      		Step pass.
2016-09-20_10_18_41 	STEP      		Step_4_info->LoginWeb.LoginErrorTipBtn.Click1() 
2016-09-20_10_18_41 	ERROR     	class LoginErrorTipBtn has no attribute 'Click1'
2016-09-20_10_18_41 	NORMAL    	Executing postcommand
2016-09-20_10_18_41 	NORMAL    	Executing verify
2016-09-20_10_18_41 	NORMAL    		实际测试结果：[]
2016-09-20_10_18_41 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [3[]]  ***************
2016-09-20_10_20_50 	NORMAL    	Executing precommand
2016-09-20_10_20_50 	NORMAL    	Executing steps
2016-09-20_10_20_50 	STEP      		Step_1_info->LoginWeb.LoginStartButton.Click()
2016-09-20_10_20_50 	PASS      		Step pass.
2016-09-20_10_20_50 	STEP      		Step_2_info->LoginWeb.LoginErrorTipText.GetText()
2016-09-20_10_20_50 	PASS      		Step pass.
2016-09-20_10_20_50 	STEP      		Step_3_info->LoginWeb.LoginErrorTipBtn.GetText()
2016-09-20_10_20_50 	PASS      		Step pass.
2016-09-20_10_20_50 	STEP      		Step_4_info->LoginWeb.LoginErrorTipBtn.Click1() 
2016-09-20_10_20_50 	ERROR     	class LoginErrorTipBtn has no attribute 'Click1'
2016-09-20_10_20_50 	NORMAL    	Executing postcommand
2016-09-20_10_20_50 	NORMAL    	Executing verify
2016-09-20_10_20_50 	NORMAL    		实际测试结果：[]
2016-09-20_10_20_50 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [3[]]  ***************
2016-09-20_10_21_05 	NORMAL    	Executing precommand
2016-09-20_10_21_05 	NORMAL    	Executing steps
2016-09-20_10_21_05 	STEP      		Step_1_info->LoginWeb.LoginStartButton.Click()
2016-09-20_10_21_05 	PASS      		Step pass.
2016-09-20_10_21_05 	STEP      		Step_2_info->LoginWeb.LoginErrorTipText.GetText()
2016-09-20_10_21_05 	PASS      		Step pass.
2016-09-20_10_21_05 	STEP      		Step_3_info->LoginWeb.LoginErrorTipBtn.GetText()
2016-09-20_10_21_05 	PASS      		Step pass.
2016-09-20_10_21_05 	STEP      		Step_4_info->LoginWeb.LoginErrorTipBtn.Click1() 
2016-09-20_10_21_05 	ERROR     	class LoginErrorTipBtn has no attribute 'Click1'
2016-09-20_10_21_05 	NORMAL    	Executing postcommand
2016-09-20_10_21_05 	NORMAL    	Executing verify
2016-09-20_10_21_05 	NORMAL    		实际测试结果：[]
2016-09-20_10_21_05 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [3[]]  ***************
2016-09-20_10_24_03 	NORMAL    	Executing precommand
2016-09-20_10_24_03 	NORMAL    	Executing steps
2016-09-20_10_24_03 	STEP      		Step_1_info->LoginWeb.LoginStartButton.Click()
2016-09-20_10_24_03 	PASS      		Step pass.
2016-09-20_10_24_03 	STEP      		Step_2_info->LoginWeb.LoginErrorTipText.GetText()
2016-09-20_10_24_03 	PASS      		Step pass.
2016-09-20_10_24_03 	STEP      		Step_3_info->LoginWeb.LoginErrorTipBtn.GetText()
2016-09-20_10_24_03 	PASS      		Step pass.
2016-09-20_10_24_03 	STEP      		Step_4_info->LoginWeb.LoginErrorTipBtn.Click1() 
2016-09-20_10_24_03 	ERROR     	class LoginErrorTipBtn has no attribute 'Click1'
2016-09-20_10_24_03 	NORMAL    	Executing postcommand
2016-09-20_10_24_03 	NORMAL    	Executing verify
2016-09-20_10_24_03 	NORMAL    		实际测试结果：[]
2016-09-20_10_24_03 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [3[]]  ***************
2016-09-20_10_25_14 	NORMAL    	Executing precommand
2016-09-20_10_25_14 	NORMAL    	Executing steps
2016-09-20_10_25_14 	STEP      		Step_1_info->LoginWeb.LoginStartButton.Click()
2016-09-20_10_25_14 	PASS      		Step pass.
2016-09-20_10_25_14 	STEP      		Step_2_info->LoginWeb.LoginErrorTipText.GetText()
2016-09-20_10_25_24 	ERROR     	Timeout at 10 seconds.Element(id) not found.
2016-09-20_10_25_24 	STEP      		Step_3_info->LoginWeb.LoginErrorTipBtn.GetText()
2016-09-20_10_25_24 	ERROR     	Element [LoginErrorTipBtn]: Element Index Issue! There are [2] Elements! Index=[2]
2016-09-20_10_25_24 	STEP      		Step_4_info->LoginWeb.LoginErrorTipBtn.Click1() 
2016-09-20_10_25_24 	ERROR     	class LoginErrorTipBtn has no attribute 'Click1'
2016-09-20_10_25_24 	NORMAL    	Executing postcommand
2016-09-20_10_25_24 	NORMAL    	Executing verify
2016-09-20_10_25_24 	NORMAL    		实际测试结果：[]
2016-09-20_10_25_24 	PASS      		Verify complete.[前置操作]

